claim_id,policy_number,claim_amount,age_of_driver,gender,marital_status,annual_income,education_level,occupation,vehicle_age,vehicle_category,accident_site,witness_present,police_report,past_claims,claim_description,fraud_reported
CLM_000872,POL_972335,900.14,54,F,Married,44684.0,PhD,Business,12,Luxury,Highway,0,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000873,POL_542042,376.54,78,F,Single,50056.0,High School,Doctor,13,Large,Rural,1,1,3,Theft of vehicle contents including electronics and personal items,0
CLM_000874,POL_364525,995.86,39,F,Married,81576.0,High School,Retired,4,Luxury,Parking Lot,1,0,1,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000875,POL_975467,6069.041990710828,22,M,Single,20000.0,High School,Other,9,Mid-size,Highway,1,0,5,Claiming pre-existing damage as accident-related repairs,1
CLM_000876,POL_185884,43995.24,79,M,Married,41710.0,Master,Business,11,Mid-size,Rural,1,0,2,"Minor collision in parking garage, exchanged insurance information",0
CLM_000877,POL_593152,1371.39,72,M,Divorced,20000.0,PhD,Other,9,Large,Parking Lot,1,1,2,"Tree fell on parked car during windstorm, roof damage",0
CLM_000878,POL_120324,9549.899421821085,19,M,Single,57246.0,High School,Other,10,Luxury,City,1,1,5,Medical bills submitted from out-of-network providers at inflated rates,1
CLM_000879,POL_885408,2908.42,79,F,Divorced,47121.0,Bachelor,Engineer,1,Luxury,City,1,1,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000880,POL_665621,36190.63457946632,44,F,Divorced,54060.0,High School,Engineer,4,Compact,Rural,0,1,2,Multiple claims filed in short time period with similar circumstances,1
CLM_000881,POL_154615,131979.07,38,M,Single,53062.0,PhD,Doctor,6,Sports,City,1,1,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000882,POL_466960,1344.39,71,M,Single,69814.0,High School,Retired,5,Mid-size,Rural,1,1,3,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000883,POL_335113,3489.336757630195,55,F,Widowed,60763.0,PhD,Retired,2,Compact,Highway,0,1,1,Expensive medical treatment sought immediately after minor fender bender,1
CLM_000884,POL_781725,14274.66,32,M,Widowed,66610.0,High School,Retired,12,Mid-size,Highway,1,1,1,Theft of vehicle contents including electronics and personal items,0
CLM_000885,POL_171951,8290.27,38,M,Widowed,28689.0,Bachelor,Student,2,Compact,Parking Lot,0,1,4,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000886,POL_919182,47574.92,27,M,Divorced,73863.0,High School,Business,5,Sports,Rural,1,0,1,"Collision with deer on rural highway, front end damage",0
CLM_000887,POL_783414,7157.33,40,M,Divorced,35553.0,Bachelor,Retired,10,Compact,Parking Lot,1,1,0,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000888,POL_142213,1738.99,75,M,Widowed,36703.0,Bachelor,Business,16,Mid-size,Parking Lot,1,1,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000889,POL_890870,7229.91,73,M,Divorced,55417.0,High School,Doctor,9,Luxury,Highway,1,1,2,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000890,POL_132537,15725.76,56,F,Divorced,56038.0,Bachelor,Other,11,Mid-size,Parking Lot,1,1,3,Theft of vehicle contents including electronics and personal items,0
CLM_000891,POL_359295,15776.847467520785,22,M,Single,28563.0,Master,Retired,16,Large,City,1,1,2,Medical bills submitted from out-of-network providers at inflated rates,1
CLM_000892,POL_309044,18851.623754847446,18,M,Single,46534.0,High School,Doctor,3,Large,Parking Lot,1,1,3,Expensive medical treatment sought immediately after minor fender bender,1
CLM_000893,POL_979995,14764.96,30,F,Divorced,79765.0,High School,Retired,1,Large,Rural,1,1,1,"Collision with deer on rural highway, front end damage",0
CLM_000894,POL_121369,17222.01,38,F,Widowed,20633.0,Bachelor,Engineer,10,Large,City,1,1,1,Theft of vehicle contents including electronics and personal items,0
CLM_000895,POL_751517,23700.19,43,F,Married,79704.0,Bachelor,Teacher,6,Sports,Highway,1,1,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000896,POL_259784,7887.74,67,M,Widowed,45166.0,High School,Doctor,1,Luxury,Rural,0,1,1,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000897,POL_350132,2320.0,62,F,Married,20000.0,Master,Retired,17,Luxury,City,1,1,2,"Tree fell on parked car during windstorm, roof damage",0
CLM_000898,POL_232352,3714.76,38,M,Widowed,22665.0,Bachelor,Teacher,3,Mid-size,Rural,0,1,2,"Collision with deer on rural highway, front end damage",0
CLM_000899,POL_596564,18210.68,70,M,Single,30730.0,Bachelor,Doctor,7,Compact,City,0,1,1,Theft of vehicle contents including electronics and personal items,0
CLM_000900,POL_801978,875.33,35,M,Divorced,37521.0,PhD,Student,19,Mid-size,Rural,1,1,2,"Tree fell on parked car during windstorm, roof damage",0
CLM_000901,POL_219946,14961.715726121283,54,F,Divorced,47906.0,Master,Retired,13,Mid-size,Rural,0,1,3,"Suspicious timing of accident report, filed weeks after alleged incident",1
CLM_000902,POL_691364,4796.789654028019,62,F,Single,20000.0,Master,Student,11,Mid-size,City,1,1,2,"Suspicious timing of accident report, filed weeks after alleged incident",1
CLM_000903,POL_328552,3112.3,49,F,Married,53736.0,High School,Engineer,17,Mid-size,Highway,1,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000904,POL_587623,41535.343291225596,53,F,Married,28898.0,Master,Retired,10,Luxury,Highway,1,1,0,Exaggerated injury claims with inconsistent medical reports,1
CLM_000905,POL_833442,3970.51,34,F,Married,77810.0,High School,Other,7,Compact,Rural,1,1,3,"Collision with deer on rural highway, front end damage",0
CLM_000906,POL_368690,3196.0,52,M,Single,44596.0,PhD,Engineer,1,Mid-size,Rural,1,1,5,Hail damage to vehicle roof and windows during severe storm,0
CLM_000907,POL_904150,890.8482080622847,66,M,Married,68857.0,Master,Teacher,14,Luxury,Highway,0,1,2,Inconsistent witness statements and conflicting accident details,1
CLM_000908,POL_486814,9130.54,77,M,Single,72207.0,Bachelor,Doctor,8,Mid-size,Highway,1,1,2,"Door ding in parking lot, small dent and paint scratch",0
CLM_000909,POL_275939,7849.67,28,M,Widowed,71665.0,PhD,Business,18,Large,Parking Lot,1,1,0,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000910,POL_735324,76487.46,38,F,Widowed,38672.0,High School,Engineer,19,Mid-size,Highway,1,1,3,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000911,POL_736745,1878.69,69,F,Single,38416.0,PhD,Business,7,Mid-size,Rural,1,1,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000912,POL_884256,4141.14,72,M,Divorced,45501.0,High School,Business,18,Sports,City,1,1,0,Hail damage to vehicle roof and windows during severe storm,0
CLM_000913,POL_853252,4333.26,70,F,Widowed,62725.0,PhD,Doctor,4,Large,Highway,1,1,3,"Door ding in parking lot, small dent and paint scratch",0
CLM_000914,POL_220096,31766.89,43,F,Married,39786.0,High School,Teacher,10,Compact,Parking Lot,1,1,0,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000915,POL_915573,7573.9170978607035,79,M,Single,47615.0,Master,Doctor,14,Mid-size,Parking Lot,0,0,2,Inconsistent witness statements and conflicting accident details,1
CLM_000916,POL_959099,4530.25,21,M,Married,55472.0,Bachelor,Retired,7,Compact,Parking Lot,1,0,0,"Collision with deer on rural highway, front end damage",0
CLM_000917,POL_271720,7419.34,51,F,Married,31902.0,High School,Engineer,18,Large,City,1,1,4,"Collision with deer on rural highway, front end damage",0
CLM_000918,POL_426147,3943.85,69,F,Divorced,30638.0,PhD,Business,7,Mid-size,Highway,0,1,3,Theft of vehicle contents including electronics and personal items,0
CLM_000919,POL_213349,1525.92,65,M,Married,46835.0,High School,Doctor,18,Sports,Highway,1,1,1,Theft of vehicle contents including electronics and personal items,0
CLM_000920,POL_706794,3988.36,77,M,Divorced,49484.0,High School,Doctor,17,Luxury,Highway,1,0,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000921,POL_126925,14919.85,35,M,Widowed,58678.0,High School,Doctor,9,Sports,City,1,1,1,"Collision with deer on rural highway, front end damage",0
CLM_000922,POL_427110,639.21,57,F,Single,63438.0,PhD,Engineer,6,Sports,City,0,1,0,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000923,POL_703766,3638.96,52,M,Married,28019.0,Bachelor,Teacher,8,Luxury,Rural,1,0,0,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000924,POL_810250,1042.96,58,M,Single,33758.0,Master,Other,0,Luxury,Parking Lot,0,1,2,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000925,POL_493537,17900.25,46,F,Married,30585.0,Bachelor,Doctor,18,Luxury,Parking Lot,1,1,2,"Tree fell on parked car during windstorm, roof damage",0
CLM_000926,POL_515922,303.45,69,F,Single,78249.0,High School,Engineer,4,Mid-size,Highway,0,1,2,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000927,POL_849747,1288.99,46,F,Married,47595.0,PhD,Business,18,Compact,City,1,1,0,"Door ding in parking lot, small dent and paint scratch",0
CLM_000928,POL_307963,5249.13,55,F,Married,50323.0,Bachelor,Retired,0,Compact,City,1,1,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000929,POL_179688,31203.52,59,F,Married,51155.0,High School,Other,14,Luxury,Highway,1,1,1,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000930,POL_720859,2700.99,38,M,Married,35687.0,Master,Student,15,Sports,Highway,0,1,1,Theft of vehicle contents including electronics and personal items,0
CLM_000931,POL_824161,1296.21,59,M,Married,81285.0,Master,Other,6,Large,Rural,1,1,0,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000932,POL_970917,142955.48496160045,30,F,Married,58221.0,Master,Other,11,Luxury,Parking Lot,1,1,6,"Vehicle completely destroyed in minor collision, claiming total loss",1
CLM_000933,POL_757711,339.67,66,F,Married,50792.0,High School,Engineer,7,Sports,Parking Lot,1,0,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000934,POL_354646,110.14,58,F,Married,27895.0,PhD,Student,4,Sports,Parking Lot,1,1,1,"Collision with deer on rural highway, front end damage",0
CLM_000935,POL_206851,5767.66,34,F,Married,26761.0,Bachelor,Doctor,9,Mid-size,Rural,1,1,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000936,POL_831059,3769.6372319036304,73,F,Single,43822.0,Master,Doctor,4,Mid-size,Highway,1,1,2,Medical bills submitted from out-of-network providers at inflated rates,1
CLM_000937,POL_910004,644.29,26,M,Divorced,36000.0,High School,Other,16,Compact,Highway,0,1,0,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000938,POL_416232,8625.99,58,M,Married,28651.0,High School,Engineer,4,Compact,Parking Lot,0,1,0,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000939,POL_991597,4297.12,18,M,Divorced,42581.0,Bachelor,Student,14,Large,Parking Lot,1,1,0,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000940,POL_817497,1279.06,19,M,Married,45671.0,Master,Doctor,12,Large,Rural,0,1,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000941,POL_729577,436.83,77,F,Married,52836.0,High School,Business,0,Large,City,1,0,0,Theft of vehicle contents including electronics and personal items,0
CLM_000942,POL_944657,11033.44,65,M,Single,39922.0,Bachelor,Teacher,10,Large,City,1,1,4,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000943,POL_226935,7905.4,46,F,Widowed,29848.0,PhD,Teacher,0,Sports,Parking Lot,1,1,0,"Door ding in parking lot, small dent and paint scratch",0
CLM_000944,POL_934904,2568.91,50,F,Widowed,30542.0,PhD,Doctor,10,Sports,Rural,0,0,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000945,POL_693423,47569.9,27,F,Single,74259.0,PhD,Student,17,Compact,Parking Lot,0,1,2,"Tree fell on parked car during windstorm, roof damage",0
CLM_000946,POL_920652,598.77,67,M,Divorced,24965.0,Master,Retired,17,Mid-size,City,1,1,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000947,POL_143064,302.39,75,F,Widowed,57264.0,Bachelor,Doctor,15,Mid-size,Parking Lot,1,1,2,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000948,POL_464069,1055.89,77,M,Single,60391.0,Bachelor,Retired,12,Luxury,City,1,1,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000949,POL_658623,2783.94,57,M,Single,47574.0,High School,Retired,6,Sports,City,0,1,4,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000950,POL_549186,4294.15,38,F,Widowed,85357.0,High School,Student,0,Large,City,0,1,3,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000951,POL_793655,2075.89,45,F,Divorced,60034.0,High School,Retired,15,Large,Highway,0,0,0,"Door ding in parking lot, small dent and paint scratch",0
CLM_000952,POL_488571,5054.75,28,F,Single,86858.0,Bachelor,Business,0,Luxury,Highway,1,0,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000953,POL_172306,456.09,72,M,Married,36979.0,High School,Student,16,Mid-size,Parking Lot,0,0,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000954,POL_630538,25994.67,51,F,Divorced,37321.0,Bachelor,Doctor,5,Large,City,0,0,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000955,POL_778998,2635.36,25,M,Divorced,60551.0,Bachelor,Other,1,Mid-size,Highway,0,0,4,"Collision with deer on rural highway, front end damage",0
CLM_000956,POL_457806,15929.75,76,F,Widowed,44771.0,PhD,Business,16,Luxury,Parking Lot,1,1,0,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000957,POL_113266,4984.5,39,F,Widowed,83713.0,High School,Engineer,5,Mid-size,Parking Lot,1,1,4,Theft of vehicle contents including electronics and personal items,0
CLM_000958,POL_990844,5914.31,25,M,Married,56834.0,PhD,Teacher,13,Mid-size,Parking Lot,1,1,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000959,POL_540463,7006.9,66,M,Single,29109.0,Master,Doctor,17,Mid-size,Parking Lot,0,1,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000960,POL_962276,5834.61,32,M,Widowed,20000.0,Master,Doctor,5,Large,Parking Lot,1,1,1,"Collision with deer on rural highway, front end damage",0
CLM_000961,POL_614013,16502.130976182598,34,M,Widowed,48435.0,Master,Doctor,9,Compact,Rural,1,1,2,Claiming luxury vehicle repairs for standard model car,1
CLM_000962,POL_210665,51362.192187319895,77,M,Divorced,48218.0,Bachelor,Business,17,Sports,City,0,1,4,Inconsistent witness statements and conflicting accident details,1
CLM_000963,POL_554582,4002.93,40,M,Widowed,56275.0,Bachelor,Engineer,8,Mid-size,Parking Lot,0,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000964,POL_479781,8634.37,41,F,Widowed,74214.0,Bachelor,Other,7,Mid-size,Rural,1,1,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000965,POL_766459,2605.54,62,F,Widowed,71582.0,High School,Student,9,Mid-size,City,0,1,0,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000966,POL_968962,25852.84,36,M,Widowed,38422.0,PhD,Engineer,16,Compact,Highway,0,1,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000967,POL_582071,1080.75,22,F,Divorced,24124.0,Bachelor,Business,5,Luxury,Parking Lot,1,1,1,Theft of vehicle contents including electronics and personal items,0
CLM_000968,POL_841666,44418.47,49,M,Married,25318.0,PhD,Doctor,13,Large,Rural,1,1,4,"Door ding in parking lot, small dent and paint scratch",0
CLM_000969,POL_260422,2806.7,61,F,Married,35264.0,PhD,Teacher,5,Compact,Highway,1,1,4,"Door ding in parking lot, small dent and paint scratch",0
CLM_000970,POL_556641,348.57,18,F,Single,42665.0,PhD,Doctor,6,Mid-size,Rural,1,0,1,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000971,POL_284692,3612.5,40,M,Widowed,56101.0,High School,Student,11,Compact,City,1,1,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000972,POL_869440,1073.22,54,M,Divorced,33981.0,High School,Retired,2,Compact,City,1,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000973,POL_647091,10519.28,25,M,Single,55608.0,Master,Teacher,13,Compact,Highway,0,1,3,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000974,POL_782054,1119.98,30,F,Single,57241.0,Master,Doctor,18,Luxury,Rural,1,0,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000975,POL_383201,1526.49,25,M,Married,52867.0,PhD,Other,15,Sports,Parking Lot,0,1,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000976,POL_745830,175.16,74,F,Divorced,27428.0,Master,Teacher,6,Large,Parking Lot,1,1,2,"Collision with deer on rural highway, front end damage",0
CLM_000977,POL_947458,4067.750856940359,40,M,Divorced,59357.0,PhD,Retired,7,Luxury,Highway,1,1,7,"Vehicle completely destroyed in minor collision, claiming total loss",1
CLM_000978,POL_664315,78.59,60,F,Divorced,91625.0,High School,Engineer,17,Luxury,Highway,1,0,0,"Minor collision in parking garage, exchanged insurance information",0
CLM_000979,POL_912270,277.04,18,F,Married,54918.0,High School,Business,12,Sports,Highway,1,1,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000980,POL_606983,9326.56,62,M,Married,20000.0,High School,Doctor,8,Luxury,Rural,1,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000981,POL_587455,18500.46055408406,68,F,Married,74818.0,Bachelor,Student,9,Compact,Parking Lot,1,1,1,"Vehicle completely destroyed in minor collision, claiming total loss",1
CLM_000982,POL_556732,5643.09,41,F,Married,35945.0,PhD,Engineer,8,Compact,Parking Lot,1,1,4,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000983,POL_965845,698.92,52,M,Married,95314.0,High School,Doctor,14,Mid-size,Parking Lot,1,1,0,Theft of vehicle contents including electronics and personal items,0
CLM_000984,POL_866536,2775.07,41,F,Widowed,52327.0,PhD,Engineer,19,Luxury,Highway,1,1,0,"Minor collision in parking garage, exchanged insurance information",0
CLM_000985,POL_721254,2964.89,34,M,Widowed,20000.0,Master,Student,1,Mid-size,Parking Lot,1,0,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000986,POL_381433,524.5,22,M,Divorced,20000.0,Master,Doctor,12,Large,City,1,1,0,"Collision with deer on rural highway, front end damage",0
CLM_000987,POL_437960,28427.08,37,M,Single,80795.0,High School,Retired,1,Compact,Highway,1,1,1,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000988,POL_993085,11114.92,38,M,Divorced,72118.0,PhD,Retired,18,Large,Parking Lot,0,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000989,POL_357420,2139.98,57,F,Single,94520.0,High School,Student,1,Sports,Rural,1,1,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000990,POL_971084,3103.63,75,F,Married,50218.0,Master,Teacher,2,Compact,Highway,1,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000991,POL_190872,4074.79,48,F,Single,48869.0,High School,Student,5,Large,City,1,1,2,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000992,POL_392477,139.41,63,M,Divorced,42346.0,PhD,Teacher,2,Sports,City,1,1,2,"Collision with deer on rural highway, front end damage",0
CLM_000993,POL_572700,2057.47,53,F,Divorced,36834.0,Master,Doctor,9,Large,Rural,1,1,0,"Minor collision in parking garage, exchanged insurance information",0
CLM_000994,POL_355709,1071.72,28,F,Single,42151.0,Bachelor,Teacher,5,Sports,Rural,0,1,0,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000995,POL_886931,663.53,69,M,Widowed,54349.0,Master,Doctor,15,Sports,Highway,0,1,0,"Door ding in parking lot, small dent and paint scratch",0
CLM_000996,POL_587282,1955.4,32,M,Married,33122.0,Bachelor,Doctor,16,Compact,Highway,1,1,0,Theft of vehicle contents including electronics and personal items,0
CLM_000997,POL_697530,44202.2,36,F,Married,20000.0,High School,Other,18,Mid-size,City,0,1,4,"Tree fell on parked car during windstorm, roof damage",0
CLM_000998,POL_739979,7795.21,24,M,Divorced,53198.0,High School,Business,2,Sports,Rural,1,1,1,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000999,POL_800646,3087.431909979536,68,M,Widowed,32676.0,PhD,Doctor,17,Sports,Highway,1,1,3,Claiming luxury vehicle repairs for standard model car,1
CLM_001000,POL_497399,7036.56,45,M,Single,20000.0,Bachelor,Teacher,6,Compact,City,1,1,1,"Door ding in parking lot, small dent and paint scratch",0
